Rhythm,vibrance,key,Decibel_Levels,mode,lyrics_amount,acoustics,instruments,bounce,valence,Beats_Speed,type,TimeLength,title,Hyperactivity,MusicEraRating,genre
3.6582,8.22,7,-4.483,1,0.604,0.0145,0,1.484,0.615,150.06,audio_features,177600,,92.2869,15,Hiphop
5.9161,5.83,1,-14.171,0,0.556,0.0052,0.903,0.318,0.64,126,audio_features,426667,Tech House Pizza,80.64,7,Electro
3.417,8.82,8,-5.659,0,0.636,0.00158,0.00206,0.1528,0.653,154.029,audio_features,216721,I'm a fucking Headbanger,100.580937,5,trap
4.1071,7.71,11,-8.381,0,0.2556,0.00637,0.938,0.564,0.324,149.99,audio_features,370371,Euphoric Hardstyle,48.59676,12,hardstyle
1.8023,6.52,1,-10.692,0,0.212,0.00831,0.000235,0.1242,0.0404,174.796,audio_features,200312,,7.0617584,18,Dark Trap
4.355,9.17,10,-6.421,0,0.194,0.00964,0.931,0.328,0.766,125.99,audio_features,209524,Dirtybird//Techhouse by Mack\,96.50834,5,Electro
5.0049,9.98,5,-5.934,1,0.2064,0.0207,0.705,0.116,0.724,125.989,audio_features,192381,Tech House Movement,91.216036,2,Electro
3.4505,8.56,7,-3.836,1,0.2404,0.0155,0.0114,0.396,0.161,125.969,audio_features,210704,,20.281009,15,Industrial Trap
4.623,8.64,10,-11.666,0,0.2044,0.00578,0.928,0.1722,0.52,134.99,audio_features,421440,Best of Trance,70.1948,9,trance
4.9915,5.45,1,-7.508,1,0.2068,0.000633,0.173,0.236,0.422,140.102,audio_features,157060,,59.123044,7,Industrial Trap
4.8106,5.17,4,-11.779,1,0.178,0.0528,0.911,0.224,0.333,134.976,audio_features,342198,Techno Music 2020 | Best Techno,44.947008,12,techno
3.6917,4.53,1,-11.869,0,0.2016,0.0341,0.83,0.1984,0.0526,180.066,audio_features,193340,,9.4714716,9,Dark Trap
5.0987,3.59,7,-12.326,1,0.2812,,0.000143,0.294,0.505,206.138,audio_features,238835,,104.09969,12,Rhythm & Blues
4.1339,9.88,10,-6.648,0,0.3092,0.000317,0.851,0.1662,0.0321,137.999,audio_features,524957,Uplifting Trance.,4.4297679,10,trance
3.3634,9.71,1,-5.729,1,0.1788,1.71E-05,0.787,0.808,0.167,145.985,audio_features,508393,PSYTRANCE BANGERS best new 2020,24.379495,12,psytrance
4.69,9.03,0,-5.774,1,0.412,0.009,0.831,0.1756,0.156,138.015,audio_features,443478,Psytrance New Releases 2020,21.53034,8,psytrance
3.6582,5.38,7,-7.886,0,0.2092,0.233,0,0.236,0.58,182.12,audio_features,295773,,105.6296,1,Rhythm & Blues
3.1155,9.49,6,-4.488,1,0.44,0.0381,0,0.23,0.343,126.029,audio_features,221227,,43.227947,6,Emotional
5.6548,8.57,10,-3.74,0,1.016,0.201,5.88E-06,1.076,0.72,180.564,audio_features,239413,,130.00608,7,Hiphop
3.3768,9.28,11,-8.035,1,0.2188,9.30E-05,0.799,0.1916,0.0824,139.989,audio_features,452582,Top Trance Songs EVER,11.5350936,16,trance
3.4773,9.56,10,-6.206,0,0.2008,0.0626,0.13,0.668,0.3,150.023,audio_features,265700,Euphoric Hardstyle,45.0069,14,hardstyle
4.5761,6.67,2,-6.436,0,1.104,0.0105,0,0.152,0.373,180.005,audio_features,171227,,67.141865,16,Rap
4.7972,9.36,0,-7.094,1,1.544,0.305,0,0.476,0.946,113.452,audio_features,80471,,107.325592,5,Hipstter-Hop
5.3935,6.04,11,-4.466,0,0.424,0.501,0,0.23,0.391,159.923,audio_features,169295,,62.529893,5,Industrial Trap
4.0803,7.99,9,-6.883,1,0.96,0.33,0,0.216,0.582,157.74,audio_features,215509,,91.80468,15,Hiphop
5.6682,4.16,10,-13.767,0,0.472,0.156,9.34E-06,0.476,0.645,192.376,audio_features,259000,,124.08252,3,Hipstter-Hop
5.0853,4.98,10,-10.615,1,0.3104,0.223,5.84E-05,0.812,0.244,126.972,audio_features,195160,,30.981168,10,Hipstter-Hop
5.4203,7.95,10,-3.27,0,0.416,0.337,0.021,0.23,0.589,165.046,audio_features,105214,,97.212094,5,Industrial Trap
4.623,7.12,3,-8.638,0,0.724,0.00592,0.624,1.19,0.0396,145.031,audio_features,400552,PSYTRANCE BANGERS best new 2020,5.7432276,19,psytrance
6.2913,5.12,9,-11.05,0,1.46,0.182,0,0.1736,0.163,205.864,audio_features,173845,,33.555832,14,Hipstter-Hop
4.1674,9.67,11,-7.067,0,0.19,8.14E-05,0.804,1.16,0.288,145.998,audio_features,440548,Psytrance: From Full on to Forrest Trance,42.047424,19,psytrance
5.4605,9.46,2,-4.153,1,1.072,0.0802,0,0.63,0.864,175.014,audio_features,111833,,151.212096,1,Dark Trap
4.2277,9.45,6,-8.885,0,0.168,0.00319,0.691,1.56,0.139,136.019,audio_features,474706,Psytrance Can,18.906641,17,psytrance
3.8793,8.64,5,-6.271,0,0.1204,0.0015,0.599,0.724,0.0593,142.506,audio_features,80842,,8.4506058,10,Industrial Trap
4.8441,8.2,8,-5.774,1,0.8,0.426,0,0.346,0.733,186.058,audio_features,206478,,136.380514,12,Hiphop
3.5711,9.84,0,-1.913,0,1.228,0.00591,0.000372,0.76,0.402,149.96,audio_features,190412,Best of Hardstyle 2020,60.28392,13,hardstyle
3.6381,6.23,5,-5.14,1,0.14,0.00381,0,0.1786,0.206,166.207,audio_features,145271,,34.238642,15,Industrial Trap
3.6381,3.94,8,-9.637,1,0.3456,0.695,0.000239,0.216,0.118,137.811,audio_features,314075,,16.261698,11,Hiphop
4.6431,9.29,1,-3.41,1,0.3264,0.00486,0.0149,0.278,0.425,145.007,audio_features,241655,HEADBANGERS:Dubstep/Riddim,61.627975,2,trap
4.2612,8.53,3,-4.038,0,0.3176,0.0191,0.748,0.476,0.56,159.979,audio_features,252013,,89.58824,5,Dark Trap
3.3299,8.96,2,-6.676,1,0.3036,0.0139,0.247,1.324,0.495,129.6,audio_features,248125,Progressive Trance,64.152,19,trance
3.9463,4.84,4,-11.891,0,0.2116,0.000282,0.804,0.1276,0.217,173.992,audio_features,315137,Liquid Drum & Bass,37.756264,14,Drums & Bass
5.2863,9.67,7,-10.337,1,0.2204,0.00564,0.801,0.906,0.831,126.047,audio_features,373333,Tech House,104.745057,16,Electro
4.9848,7.94,7,-11.604,1,0.3988,0.00684,0.948,0.496,0.194,131.014,audio_features,417775,Dark Techno Rave,25.416716,4,techno
5.5409,7.38,1,-6.601,1,0.908,0.000165,0.00151,0.226,0.337,184.104,audio_features,116005,,62.043048,12,Hipstter-Hop
4.0535,9.43,1,-1.774,0,1.604,0.00365,0.00216,0.654,0.48,150.076,audio_features,237617,Riddim or die,72.03648,11,trap
2.8609,9.18,1,-6.151,1,1.364,0.0124,0,0.668,0.522,179.815,audio_features,105091,,93.86343,6,Industrial Trap
4.0602,8.87,4,-4.404,1,0.2392,0.000242,0,0.674,0.903,119.974,audio_features,193000,,108.336522,2,Emotional
3.6314,7.32,0,-10.004,1,0.56,0.00279,0.953,0.404,0.0383,159.965,audio_features,150000,,6.1266595,9,Dark Trap
3.4304,3.51,3,-8.19,0,0.668,0.802,0.000117,0.604,0.307,140.094,audio_features,203772,,43.008858,16,Dark Trap
5.4069,7.83,1,-8.985,1,0.2272,0.000833,0.85,0.1336,0.58,124.975,audio_features,387393,blanc | Tech House,72.4855,11,Electro
3.3835,7.14,1,-6.937,1,0.2856,0.217,0,0.288,0.481,130.093,audio_features,288400,,62.574733,16,Rhythm & Blues
4.0669,8.06,2,-3.912,1,0.436,0.0248,1.24E-05,0.72,0.254,149.951,audio_features,177633,Hardstyle Daily,38.087554,16,hardstyle
5.2461,5.98,10,-10.59,1,1.168,0.328,0,0.236,0.452,194.022,audio_features,160713,,87.697944,10,Hipstter-Hop
6.1573,6.08,1,-8.822,1,0.944,0.0346,1.49E-05,0.27,0.552,141.044,audio_features,177202,,77.856288,11,Hipstter-Hop
2.8006,9.62,4,-5.571,0,0.756,0.00142,0.0156,0.62,0.0517,137.954,audio_features,259130,Top Trance Songs EVER,7.1322218,18,trance
5.1389,9.04,2,-8.251,1,0.2084,0.0324,0.899,0.1682,0.217,130.007,audio_features,447097,Minimal Techno: The Dark Undergound,28.211519,2,techno
2.9614,8.84,4,-3.313,0,0.3396,0.0674,5.73E-05,0.712,0.0839,150.053,audio_features,154528,Best of Hardstyle 2020,12.5894467,6,hardstyle
3.35,9.93,4,-1.004,0,1.508,0.134,4.24E-06,0.1104,0.236,155.003,audio_features,235355,Best of Hardstyle 2020,36.580708,3,hardstyle
3.8994,8.28,4,-1.69,1,0.82,0.0266,0.0521,0.164,0.127,155.06,audio_features,253935,I'm a fucking Headbanger,19.69262,8,trap
4.3684,7.4,10,-6.515,1,0.444,0.00135,0.956,0.0906,0.538,161.98,audio_features,157074,,87.14524,5,Dark Trap
3.7319,8.28,10,-3.317,1,0.3912,0.0196,0.321,0.274,0.278,119.919,audio_features,153018,,33.337482,10,Industrial Trap
5.5409,8.77,10,-7.261,0,0.1816,0.001,0.919,0.1864,0.744,122.007,audio_features,252741,tech house,90.773208,15,Electro
3.6582,5.29,9,-9.555,1,0.3252,0.00161,0.259,0.292,0.0918,142.486,audio_features,142467,,13.0802148,13,Dark Trap
4.9647,4.62,1,-9.354,1,0.992,0.0492,0,0.22,0.267,140.122,audio_features,123529,,37.412574,7,Hipstter-Hop
5.0384,6.11,11,-8.681,0,1.26,0.21,0,1.556,0.746,181.986,audio_features,279933,,135.761556,17,Hiphop
,7.54,1,-6.272,0,0.1792,0.00242,0.905,0.214,0.395,130.974,audio_features,285802,TECHNO Complex 2020,51.73473,9,techno
5.4002,8.23,0,-5.619,1,0.2112,0.00196,0.502,0.1248,0.062,121.995,audio_features,363283,Dirtybird Players,7.56369,17,Electro
3.0954,9.91,1,-1.28,1,1.452,0.0302,0.0916,0.1682,0.357,145.098,audio_features,180422,Heavy Dubstep,51.799986,5,trap
3.5979,9.76,0,-0.814,1,0.2264,0.000181,0.587,0.362,0.376,173.969,audio_features,338244,UKF Drum & Bass - All Uploads,65.412344,14,Drums & Bass
4.1942,7.09,5,-5.701,0,0.3256,0.424,0.0162,0.1908,0.622,149.919,audio_features,210200,I'm a fucking Headbanger,93.249618,18,trap
2.3584,9.57,0,-2.567,0,0.2032,0.0203,0.000329,0.402,0.276,149.969,audio_features,216100,Euphoric Hardstyle,41.391444,8,hardstyle
5.3868,9.45,1,-4.351,1,0.464,0.0443,0.861,0.154,0.191,125.024,audio_features,213125,Dirtybird Players,23.879584,18,Electro
2.9011,4.35,7,-5.634,1,0.1004,0.369,0,0.438,0.143,135.979,audio_features,285493,,19.444997,6,Emotional
5.8625,5.68,11,-8.619,0,1.36,0.0357,0,0.226,0.648,140.082,audio_features,185267,,90.773136,15,Hipstter-Hop
3.1356,9.95,9,-5.842,0,0.2872,0.00107,0.782,0.586,0.387,139.998,audio_features,295500,Vocal Melodic Trance Top 1000,54.179226,11,trance
3.3299,8.89,1,-3.489,1,0.724,0.291,0,1.32,0.231,186.478,audio_features,139406,,43.076418,3,Industrial Trap
3.0083,4.79,5,-9.694,0,0.2524,0.129,0.00596,0.1986,0.14,130.069,audio_features,105505,,18.20966,14,Industrial Trap
5.7687,3.29,1,-9.838,1,2.116,0.0377,0,0.47,0.541,142.935,audio_features,188011,,77.327835,19,Hipstter-Hop
4.3148,9.97,8,-0.826,0,1.716,0.0185,0.00178,0.276,0.315,149.978,audio_features,224000,Lost Lands 2020,47.24307,12,trap
5.5677,8.32,7,-3.24,1,1.02,0.0819,0,0.1816,0.744,139.986,audio_features,123516,,104.149584,13,Hipstter-Hop
4.2478,9.61,1,-6.518,1,0.154,2.59E-05,0.815,1.3,0.418,148.015,audio_features,390000,Psytrance: From Full on to Forrest Trance,61.87027,15,psytrance
3.9061,7.65,10,-6.191,0,1.072,0.0133,6.19E-06,0.1164,0.571,104.733,audio_features,221667,,59.802543,19,Hiphop
3.9396,7.87,10,-8.658,0,0.1804,0.000919,0.731,0.21,0.215,143.004,audio_features,408393,"Psy, Goa, Full on Trance",30.74586,2,psytrance
5.9898,8.43,1,-7.629,0,0.3652,0.0163,0.645,0.1546,0.31,124.001,audio_features,179084,Dirtybird Players,38.44031,1,Electro
4.1205,6.74,0,-7.991,1,0.322,0.147,0.000372,0.592,0.0395,219.992,audio_features,159504,,8.689684,7,Dark Trap
3.2964,8.61,0,-5.438,1,0.1648,0.0191,0.00236,0.252,0.276,173.988,audio_features,253716,Liqduicity Drum & Bass,48.020688,12,Drums & Bass
3.6649,9.97,9,-6.009,1,0.2104,9.85E-05,0.489,1.042,0.276,140.006,audio_features,428645,"Uplifting Trance, Euphoric Trance",38.641656,6,trance
6.164,6.83,10,-4.997,0,0.912,0.0369,0,0.222,0.716,104.079,audio_features,202975,,74.520564,3,Rap
1.809,7.34,2,-5.795,0,0.1744,0.000551,0,0.1534,0.208,160.863,audio_features,236867,,33.459504,7,Emotional
3.9061,5.88,10,-6.256,1,0.1164,0.0019,0.079,0.222,0.157,118.063,audio_features,165003,,18.535891,14,Industrial Trap
5.3734,6.41,0,-7.398,1,0.2464,0.000434,0.877,0.1152,0.287,124.013,audio_features,341020,Dirtybird Players,35.591731,14,Electro
3.216,8.49,4,-5.985,0,0.2412,0.00446,0.937,0.436,0.0652,139.966,audio_features,243064,"Uplifting, Melodic Trance & Vocal Trance",9.1257832,19,trance
4.1138,7.9,11,-5.577,1,0.1624,0.000377,0.458,0.378,0.168,140.029,audio_features,296677,PSYTRANCE BANGERS best new 2020,23.524872,1,psytrance
4.69,6.13,2,-9.458,0,0.1316,0.115,0.0162,0.26,0.0593,219.952,audio_features,144126,,13.0431536,19,Dark Trap
2.9681,7.06,4,-6.9,0,1.552,0.112,0.00077,0.648,0.258,179.291,audio_features,178667,,46.257078,15,Hiphop
5.3533,8.86,2,-3.999,1,0.2212,0.00117,0.92,0.134,0.417,125.991,audio_features,262066,tech house,52.538247,7,Electro
4.9379,5.88,8,-4.872,0,0.1868,0.00269,0,0.552,0.262,150.936,audio_features,237000,,39.545232,19,Dark Trap
2.4321,6.52,1,-12.143,0,0.2048,0.00076,0.612,0.332,0.0715,137.714,audio_features,233242,State if Trance (The best ASOT Epsidoes),9.846551,10,trance
4.6498,8.5,8,-4.261,1,0.68,0.0237,0,0.27,0.707,139.996,audio_features,112039,,98.977172,19,Dark Trap
5.2863,7.12,9,-7.893,1,0.208,0.00835,0.55,0.0946,0.639,123.992,audio_features,301215,Dirtybird//Techhouse by Mack\,79.230888,12,Electro
4.8642,3.7,8,-9.555,1,0.48,0.804,0.00624,0.216,0.273,133.952,audio_features,188060,,36.568896,15,Dark Trap
5.3667,5.69,8,-8.12,1,0.86,0.0897,1.03E-05,0.202,0.489,135.04,audio_features,161787,,66.03456,9,Hiphop
5.2126,9.92,5,-7.195,0,0.1784,0.00249,0.777,0.27,0.845,126.003,audio_features,236188,blanc | Tech House,106.472535,18,Electro
4.8642,4.08,11,-6.606,0,0.2456,0.603,0,0.45,0.459,115.918,audio_features,143227,,53.206362,13,Rhythm & Blues
3.7453,7.14,4,-3.638,0,0.3084,0.0255,0.11,0.274,0.145,144.986,audio_features,271448,HEADBANGERS:Dubstep/Riddim,21.02297,19,trap
5.2595,4.22,9,-12.607,0,0.2372,0.0197,0.899,0.22,0.0345,126.003,audio_features,533478,Dark Techno Rave,4.3471035,13,techno
4.4019,7.23,8,-2.621,1,0.484,0.000217,0.0218,0.151,0.643,174.017,audio_features,282471,Liqduicity Drum & Bass,111.892931,11,Drums & Bass
3.8525,9.63,1,-1.499,1,0.246,0.0169,0.313,0.254,0.634,149.962,audio_features,209200,I'm a fucking Headbanger,95.075908,1,trap
3.283,8.77,5,-4.37,0,0.1984,0.00437,5.05E-05,0.6,0.546,187.972,audio_features,187853,,102.632712,7,Emotional
3.618,9.29,1,-3.83,1,1.788,0.00183,0.000193,0.468,0.449,150.058,audio_features,156800,HEADBANGERS:Dubstep/Riddim,67.376042,12,trap
3.0753,6.63,1,-2.275,1,0.1284,0.41,0,0.228,0.5,135.907,audio_features,263507,,67.9535,3,Rhythm & Blues
5.36,8.45,7,-6.435,1,0.42,0.0167,0.692,1.032,0.806,122.035,audio_features,319060,Tech house,98.36021,7,Electro
4.2679,8.84,1,-7.186,0,0.2508,0.000977,0.847,0.392,0.118,172.025,audio_features,278987,Liquid Drum & Bass,20.29895,7,Drums & Bass
3.5443,9.7,11,-6.236,0,0.3988,0.000961,0.901,0.88,0.0757,134.964,audio_features,284360,Anjunabeats Volumes 1 - 14,10.2167748,16,trance
3.6783,4.97,3,-8.645,0,0.88,0.00436,0,0.1396,0.113,131.838,audio_features,84558,,14.897694,15,Dark Trap
5.9563,4.14,10,-9.32,0,2.164,0.0058,0.939,1.316,0.298,139.966,audio_features,330797,Lost Lands 2019,41.709868,7,trap
4.7034,8.8,7,-10.74,1,0.2424,0.00488,0.728,0.632,0.13,134.999,audio_features,357394,Techno / Minimal / Hardcore/ Melodic / Dark,17.54987,2,techno
4.3416,9.71,1,-1.51,1,1.752,0.315,0.0538,0.638,0.277,144.989,audio_features,221030,Headbangers:Dubstep/Riddim,40.161953,11,trap
4.0334,9.93,10,-2.301,0,1.016,0.0115,0.0203,0.384,0.337,150.326,audio_features,195204,Riddim or die,50.659862,14,trap
3.7721,9.37,6,-9.414,1,0.2616,0.00247,0.724,0.236,0.311,135.005,audio_features,350740,|DARK|HARD|TECHNO,41.986555,14,techno
4.0468,9.26,7,-7.437,1,0.238,0.000348,0.818,0.304,0.145,147.021,audio_features,448980,PsyTrance 2020 felipe,21.318045,14,psytrance
4.0334,9.1,9,-5.543,0,0.2136,9.41E-05,0.746,0.248,0.447,145.003,audio_features,455172,Psytrance New Releases 2020,64.816341,18,psytrance
5.762,5.61,6,-5.757,0,0.74,0.274,0,0.216,0.354,152.984,audio_features,189480,,54.156336,13,Rhythm & Blues
3.8324,9.28,5,-8.819,0,0.2224,0.000363,0.784,0.628,0.452,146.026,audio_features,401046,Psytrance: From Full on to Forrest Trance,66.003752,15,psytrance
4.7972,9.8,1,-1.507,1,1.372,0.00252,0.395,0.1788,0.328,150.034,audio_features,172800,HEADBANGERS:Dubstep/Riddim,49.211152,16,trap
5.3533,6.42,7,-9.918,1,0.2092,0.00667,0.952,0.218,0.0706,130.003,audio_features,297259,|DARK|HARD|TECHNO,9.1782118,19,techno
4.757,7.97,0,-8.718,1,0.3176,0.0984,0.00338,0.39,0.298,129.996,audio_features,96844,,38.738808,19,Hipstter-Hop
4.0535,9.39,6,-4.51,1,0.748,0.0021,0.632,0.218,0.307,149.936,audio_features,306800,Greatest Hardstyle Playlist,46.030352,8,hardstyle
3.5711,9.94,7,-0.904,1,1.088,0.00172,0.752,0.606,0.32,149.947,audio_features,224000,Riddim Dubstep 2017-2018-2019,47.98304,18,trap
4.2679,8.09,11,-5.745,0,0.2328,0.128,3.30E-05,0.404,0.333,171.931,audio_features,291627,UKF Drum & Bass - All Uploads,57.253023,2,Drums & Bass
5.0183,6.39,1,-9.841,1,0.776,0.0809,0.609,0.724,0.649,153.003,audio_features,215202,,99.298947,6,Hipstter-Hop
3.9798,9.59,7,-4.697,1,0.1944,0.00359,1.34E-05,0.202,0.381,110.979,audio_features,218055,,42.282999,1,Emotional
4.824,7.16,7,-9.363,1,0.246,0.00334,0.81,0.224,0.176,133.998,audio_features,352063,techno. only. (08/02),23.583648,11,techno
3.5577,5.52,0,-9.076,0,0.2208,3.31E-05,0.0957,0.596,0.0912,128.022,audio_features,223608,Progressive Trance,11.6756064,10,trance
4.1339,8.71,6,-4.82,0,0.218,0.000739,0.862,1.118,0.29,142.989,audio_features,466573,Psy Trance Full-on Morning,41.46681,14,psytrance
4.0401,7.97,7,-4.858,0,0.428,0.0389,0.00541,0.1596,0.107,150.02,audio_features,382400,Euphoric Hardstyle,16.05214,17,hardstyle
5.4605,6.47,2,-7.551,0,0.552,0.101,5.31E-05,0.268,0.733,139.08,audio_features,139856,,101.94564,12,Dark Trap
5.2126,5.18,11,-11.608,0,0.9,0.0643,0.0124,0.218,0.471,149.987,audio_features,179252,,70.643877,7,Rap
4.6096,6.77,1,-6.351,0,0.38,0.191,0,0.218,0.426,149.936,audio_features,179162,,63.872736,3,Hipstter-Hop
5.36,7.47,11,-6.074,1,0.2864,0.000415,0.923,0.0672,0.601,126.009,audio_features,419764,tech house,75.731409,4,Electro
3.2026,9.34,1,-7.201,1,0.708,0.235,0.706,0.264,0.0385,134.023,audio_features,476418,Psytrance Can,5.1598855,12,psytrance
3.0619,9.02,1,-4.993,0,1.824,0.0422,0.0128,0.462,0.221,139.934,audio_features,171429,,30.925414,7,Dark Trap
4.6163,7.75,7,-4.396,1,0.3228,0.0727,0,0.182,0.382,119.99,audio_features,244000,,45.83618,12,Hiphop
4.4957,6.78,10,-6.171,0,1.448,0.128,0,0.596,0.718,182.912,audio_features,174253,,131.330816,7,Hiphop
5.3064,7.29,11,-10.214,0,0.404,0.000967,0.936,0.222,0.0346,128.998,audio_features,312632,|DARK|HARD|TECHNO,4.4633308,8,techno
3.9262,8.17,4,-7.257,1,0.536,0.00438,0,0.552,0.728,174.992,audio_features,121277,,127.394176,8,Hipstter-Hop
4.8843,7.19,10,-5.248,0,0.158,0.0808,0.106,0.546,0.218,144.078,audio_features,130945,,31.409004,5,Hipstter-Hop
3.2294,9.62,7,-1.824,1,0.2168,0.000276,0.126,0.54,0.522,173.936,audio_features,192163,DRUM & BASS 2020,90.794592,14,Drums & Bass
4.4823,8.54,2,-5.733,1,0.332,5.39E-05,7.07E-06,0.876,0.494,129.975,audio_features,193187,,64.20765,6,Industrial Trap
3.5175,8.77,5,-4.826,0,0.3652,0.00106,0.00738,0.836,0.335,150.11,audio_features,189200,Greatest Hardstyle Playlist,50.28685,4,hardstyle
5.0719,8.78,10,-6.239,0,0.2016,0.000377,0.901,0.276,0.0336,131.998,audio_features,538180,Best Psytrance 2020,4.4351328,11,psytrance
5.3198,5,3,-8.025,1,0.1484,0.367,0.000303,0.0916,0.831,138.003,audio_features,189480,,114.680493,9,Rhythm & Blues
3.1825,7.76,0,-4.745,1,0.156,0.000715,0,1.194,0.561,165.088,audio_features,116413,,92.614368,6,Hipstter-Hop
5.4404,5.55,0,-5.89,0,1.652,0.0939,0,0.1962,0.277,169.985,audio_features,158118,,47.085845,9,Hipstter-Hop
4.9312,5.42,6,-8.875,0,0.1996,0.377,0.28,0.25,0.0396,220.04,audio_features,290182,,8.713584,3,Dark Trap
4.6431,5.9,0,-8.032,1,0.124,0.372,0,0.25,0.57,127.963,audio_features,289924,,72.93891,8,Dark Trap
1.2998,,10,-4.749,0,0.3892,0.000621,0.915,0.688,0.257,137.979,audio_features,180385,UPLIFTING TRANCE 2020,35.460603,7,trance
4.4689,9.18,9,-7.997,1,0.3008,0.00142,0.734,0.33,0.344,144.001,audio_features,438333,Psy Trance Full-on Morning,49.536344,11,psytrance
4.6096,8.45,11,-8.917,0,0.2116,0.00072,0.869,0.24,0.448,139.978,audio_features,390280,Dark Techno Rave,62.710144,17,techno
3.4907,7.76,5,-7.717,0,0.1656,0.0291,0.883,0.222,0.105,129.943,audio_features,240000,,13.644015,8,Dark Trap
3.7855,9.78,6,-5.837,0,0.2728,8.81E-05,0.742,0.318,0.116,144.985,audio_features,483310,PSYTRANCE BANGERS best new 2020,16.81826,5,psytrance
3.8793,9.28,0,-4.344,1,0.1644,0.000715,0,0.36,0.882,191.188,audio_features,171533,,168.627816,6,Emotional
3.3433,7.25,8,-10.568,1,0.412,0.0888,0,0.728,0.422,149.342,audio_features,311147,,63.022324,13,Rhythm & Blues
2.9212,9.98,6,-5.874,0,0.84,0.000324,0.309,0.658,0.0429,140.016,audio_features,294858,Uplifting Trance.,6.0066864,15,trance
4.7436,4.47,1,-6.305,1,0.3808,0.0271,0.000728,0.204,0.0384,179.24,audio_features,276968,,6.882816,15,Hipstter-Hop
5.4136,9.87,6,-6.268,1,0.1668,0.00141,0.759,0.1298,0.522,125.987,audio_features,398315,Dirtybird//Techhouse by Mack\,65.765214,18,Electro
,9.92,11,-6.031,1,0.1872,0.000235,0.484,1.33,0.98,125.019,audio_features,370579,blanc | Tech House,122.51862,15,Electro
4.1339,9.83,1,-3.21,1,0.608,0.00175,0.333,1.014,0.326,149.997,audio_features,192000,Riddim or die,48.899022,13,trap
5.3131,5.68,11,-8.373,0,0.196,0.152,0.877,0.24,0.145,121.997,audio_features,265808,Dirtybird Players,17.689565,8,Electro
3.9061,6.91,4,-7.509,1,0.2032,0.0226,0.0436,0.109,0.0724,174.09,audio_features,325517,Liquid Drum & Bass,12.604116,9,Drums & Bass
3.5577,5.74,10,-6.693,0,0.452,0.114,0.0308,0.512,0.272,115.68,audio_features,232467,,31.46496,19,Hiphop
1.4271,9.8,2,-5.481,1,0.2424,0.00014,0.877,0.752,0.181,133.093,audio_features,225569,State if Trance (The best ASOT Epsidoes),24.089833,9,trance
3.2964,9.73,5,-1.19,1,0.2284,0.0351,0.0167,0.782,0.14,174.03,audio_features,327086,Liqduicity Drum & Bass,24.3642,16,Drums & Bass
4.8039,6.64,9,-5.023,0,0.82,0.0529,0,0.192,0.717,94.331,audio_features,272840,,67.635327,15,Rap
3.4304,9.49,2,-3.421,1,0.2064,0.0223,0.901,0.1784,0.0618,170.005,audio_features,316235,Liqduicity Drum & Bass,10.506309,19,Drums & Bass
2.4522,8.45,7,-5.826,1,0.472,0.00339,0,0.394,0.545,164.024,audio_features,227093,,89.39308,7,Emotional
5.0451,7.49,1,-6.132,0,1.264,0.0285,0,0.169,0.832,187.58,audio_features,246440,,156.06656,9,Hipstter-Hop
4.6029,7.44,2,-8.085,1,0.218,0.000189,0.875,0.1848,0.526,124.012,audio_features,441090,Dark Techno Rave,65.230312,6,techno
5.3801,8.08,8,-6.419,1,0.1952,0.000269,0.907,0.1994,0.685,124.007,audio_features,410323,Beatoirt Best New Tech House,84.944795,2,Electro
5.5811,8.86,11,-6.767,1,0.2292,0.000431,0.00451,0.22,0.604,122.025,audio_features,202276,Tech house,73.7031,18,Electro
4.7771,6.76,11,-4.6,0,1.432,0.0883,0.036,0.344,0.491,149.944,audio_features,211200,RIDDIM,73.622504,12,trap
5.5476,5.27,6,-7.126,1,0.378,0.00836,0,0.1924,0.781,131.985,audio_features,221818,,103.080285,16,Hipstter-Hop
4.6297,8.62,1,-11.355,0,0.1504,0.00168,0.842,0.208,0.182,129.991,audio_features,448385,Acid Techno,23.658362,1,techno
5.1992,6.4,7,-8.058,1,0.736,0.149,0,0.202,0.326,160.038,audio_features,204000,,52.172388,3,Hipstter-Hop
3.3969,7.2,9,-5.913,0,0.1604,0.425,0.113,0.208,0.208,150.12,audio_features,195600,Euphoric Hardstyle - 2020,31.22496,10,hardstyle
3.4438,9.56,5,-0.846,0,0.1188,0.0363,0.0759,0.246,0.489,173.955,audio_features,229138,UKF Drum & Bass - All Uploads,85.063995,11,Drums & Bass
3.5309,9.66,4,-4.734,0,0.2464,0.00216,0.314,0.096,0.151,138.006,audio_features,215652,Vocal Melodic Trance Top 1000,20.838906,13,trance
6.1439,5.9,11,-8.725,0,0.292,0.00758,0.816,0.0638,0.768,123.997,audio_features,264000,Dirtybird//Techhouse by Mack\,95.229696,7,Electro
3.5644,8.28,1,-4.823,1,0.2676,0.0303,0,0.602,0.399,162.032,audio_features,214533,,64.650768,3,Rhythm & Blues
5.1992,4.66,0,-8.206,1,1.112,0.0377,0,0.232,0.726,160.054,audio_features,122954,,116.199204,15,Dark Trap
4.6967,9.61,1,-2.75,1,0.3464,0.128,1.20E-06,0.452,0.75,149.991,audio_features,249600,Riddim Dubstep 2017-2018-2019,112.49325,18,trap
4.7101,6.69,11,-4.888,1,0.74,0.304,0,0.1992,0.277,191.81,audio_features,213793,,53.13137,9,Dark Trap
